Date,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
2015-09-17,1947.106201171875,5286.59130859375,12.922391891479492,77.64779663085938,12.958611488342285,77.71678161621094,6.337066650390625,12.25,1.0,9883,,,,,73974198,5930153,
2015-09-18,1846.887939453125,3266.6455078125,12.922493934631348,77.64803314208984,12.95878791809082,77.71678924560547,1.75,2.5,1.0,6610,,,,,76241565,4250628,
2015-09-19,1881.8687744140625,3989.837890625,12.914908409118652,77.6469955444336,12.923155784606934,77.65166473388672,1.6865112781524658,13.0,0.5,6191,,,,722459,80637197,3616649,
2015-09-20,2755.72509765625,12297.9482421875,12.835901260375977,77.61031341552734,12.92455005645752,77.66864776611328,2.210406541824341,43.0,0.5,16058,,,,3658557,69028929,5323988,2770446
2015-09-21,1807.646240234375,2635.0810546875,12.920923233032227,77.64762878417969,12.95932388305664,77.71683502197266,4.378381252288818,18.0,0.5,5238,,,,,76878345,3592992,
2015-09-22,1835.939208984375,3115.907470703125,12.921510696411133,77.64661407470703,12.95876693725586,77.71664428710938,4.003561019897461,14.0,0.5,6151,,,,,76744350,3710066,153820
2015-09-23,1855.135009765625,3001.922119140625,12.922080039978027,77.6477279663086,12.966331481933594,77.7182388305664,9.298137664794922,49.0,0.5,9041,,,,,68124555,4388840,
2015-09-24,1759.499755859375,2776.851806640625,12.920994758605957,77.6476821899414,12.960478782653809,77.71678161621094,4.946824550628662,17.75,0.5,5710,,,,,77436185,2786120,
2015-09-25,1972.2945556640625,6481.95068359375,12.921503067016602,77.64694213867188,12.941444396972656,77.69586181640625,1.5239273309707642,13.75,0.5,10572,,,,,76005682,6352271,
2015-09-26,1941.8956298828125,5022.58251953125,12.922469139099121,77.64759826660156,13.200121879577637,77.71150970458984,2.7029855251312256,16.031219482421875,0.5,9869,,,,,67761075,5842825,
2015-09-27,1692.50634765625,1774.4227294921875,12.922479629516602,77.64784240722656,12.922906875610352,77.6488265991211,2.4959564208984375,10.854146957397461,0.5,3265,,,,,81733426,1663404,
2015-09-28,1971.943359375,4892.43798828125,12.922407150268555,77.64746856689453,12.958910942077637,77.71707916259766,1.0793159008026123,2.75,0.5,8516,,,,,75642030,4423802,559515
2015-09-29,1922.023193359375,4813.48095703125,12.92240047454834,77.64784240722656,12.958812713623047,77.71707916259766,2.8067374229431152,6.0,1.0,8917,,,,,76550274,4825968,279032
2015-09-30,1772.59521484375,2094.786376953125,12.920788764953613,77.64801025390625,12.958806037902832,77.71681213378906,5.132281303405762,10.770329475402832,0.5,5345,,,,,77005393,3005586,
2015-10-01,1996.608642578125,4791.4521484375,12.908644676208496,77.64212799072266,12.958818435668945,77.71707916259766,1.802221417427063,11.597413063049316,0.5,7850,,,,1309283,72816531,4548416,
2015-10-02,1711.249755859375,1480.91259765625,12.921965599060059,77.64755249023438,12.922918319702148,77.64967346191406,5.75,11.0,0.5,2629,,,,,81876041,1977517,
2015-10-03,1988.9002685546875,6179.8271484375,12.921622276306152,77.64806365966797,12.960657119750977,77.65744018554688,1.999938726425171,4.609772205352783,0.5,10427,,,,,74199128,6630559,
2015-10-04,1711.28515625,1225.46533203125,12.922525405883789,77.64730834960938,12.990602493286133,77.68879699707031,0.862110435962677,1.0,0.5,4703,,,,,75041900,1803599,76722
2015-10-05,1803.925537109375,2367.28125,12.922391891479492,77.64768981933594,12.958818435668945,77.716796875,6.639369487762451,11.25,1.0,5324,,,,,75463708,3530633,
2015-10-06,1816.281982421875,3037.312744140625,12.922000885009766,77.64753723144531,12.95866584777832,77.71695709228516,2.030097723007202,6.0,0.55901700258255,7626,,,,,71906746,3737714,
2015-10-07,1751.49951171875,1968.2662353515625,12.922472953796387,77.64741516113281,12.958793640136719,77.71681213378906,3.8799140453338623,12.0,0.5,5033,,,,,76946202,2652051,
2015-10-08,1815.73486328125,2827.67626953125,12.922545433044434,77.64777374267578,12.958817481994629,77.71746826171875,3.0457680225372314,3.092329263687134,3.0,6117,,,,,75924656,3728546,
2015-10-09,1847.0506591796875,3575.06298828125,12.922039985656738,77.64807891845703,12.958611488342285,77.71707916259766,1.8150428533554077,3.25,1.5,6584,,,,,76447629,4253360,
2015-10-10,1730.9718017578125,1919.0350341796875,12.922420501708984,77.6477279663086,12.956344604492188,77.73184967041016,3.789858341217041,17.029386520385742,1.0,4533,,,,,77977471,2308035,
2015-10-11,1701.3984375,1613.149169921875,12.92227840423584,77.64713287353516,12.923065185546875,77.64859771728516,2.4859204292297363,7.211102485656738,0.5,2732,,,,,84587578,1812422,
2015-10-12,1858.0755615234375,3465.017822265625,12.922370910644531,77.647705078125,12.958821296691895,77.71680450439453,6.489930629730225,14.0,0.5,6475,,,,,78239030,4358762,34888
2015-10-13,1863.91845703125,4013.849365234375,12.922323226928711,77.64762115478516,12.960915565490723,77.71668243408203,2.256362199783325,4.0,0.5,7050,,,,,77311036,4536034,
2015-10-14,1690.1295166015625,1099.1060791015625,12.922260284423828,77.64805603027344,12.95884895324707,77.71735382080078,3.0301032066345215,8.246211051940918,0.55901700258255,3981,,,,,74430108,1623568,
2015-10-15,1769.133544921875,2310.989990234375,12.92231559753418,77.64779663085938,12.958839416503906,77.71678161621094,2.1648638248443604,7.0,0.5,5040,,,,,74604387,2947566,
2015-10-16,1988.1014404296875,5890.67724609375,12.92253303527832,77.64801788330078,12.995940208435059,77.71675109863281,5.261199474334717,11.0,0.5,10177,,,,,72149811,6617174,
2015-10-17,1661.054931640625,680.681884765625,12.902827262878418,77.61256408691406,12.979345321655273,77.64884948730469,2.9898557662963867,25.0,0.5,3289,,,,,72427233,1136327,
2015-10-18,1689.0283203125,1043.4124755859375,12.902838706970215,77.64688873291016,12.922821998596191,77.64876556396484,0.8803555369377136,2.5495097637176514,0.5,2665,,,,,82548727,1605117,
2015-10-19,1785.64892578125,2418.3212890625,12.921340942382812,77.6479721069336,12.958818435668945,77.7166976928711,3.087672472000122,7.420411109924316,0.5,5746,,,,,77995968,3218047,
2015-10-20,1877.697265625,3407.9658203125,12.92258071899414,77.64805603027344,12.95969009399414,77.71676635742188,1.3858505487442017,4.0,1.0,7279,,,,,77900118,4766951,
2015-10-21,2084.67236328125,3629.51025390625,12.922441482543945,77.64804077148438,12.95878791809082,77.71672821044922,1.375,2.0,0.75,6602,,,,1950241,75313302,4661582,123143
2015-10-22,2139.26953125,6729.5361328125,11.806018829345703,76.64778137207031,12.922682762145996,77.66403198242188,9.123058319091797,52.0,0.5,12863,,,,,48876029,9150543,
2015-10-23,2314.588134765625,21293.841796875,11.500533103942871,75.95880126953125,11.807908058166504,76.68826293945312,6.390980243682861,30.0,0.5,10433,,,,2519204,49066832,7833794,
2015-10-24,2331.715576171875,3065.32666015625,11.84703540802002,75.93226623535156,12.94505786895752,77.6483154296875,5.358147144317627,53.0,0.5,5800,,,,4618012,35777499,4576013,
2015-10-25,1720.115234375,1803.85400390625,12.922456741333008,77.64765167236328,12.92301082611084,77.6484603881836,1.289598822593689,2.0,0.55901700258255,3020,,,,,82882118,2126090,
2015-10-26,1809.534423828125,2680.754150390625,12.922369956970215,77.64788818359375,12.958818435668945,77.71672821044922,1.0941041707992554,2.0,0.5,5981,,,,,78483841,3624634,
2015-10-27,1933.824951171875,4633.1064453125,12.922563552856445,77.64765167236328,12.958904266357422,77.71678924560547,0.55901700258255,0.55901700258255,0.55901700258255,8891,,,,,77502813,5707578,
2015-10-28,1867.559326171875,3541.5888671875,12.92259407043457,77.64785766601562,12.95878791809082,77.716796875,3.427535057067871,13.0,1.0,7252,,,,,75590929,4597053,
2015-10-29,1812.4039306640625,2532.138671875,12.92082691192627,77.64787292480469,12.958508491516113,77.7166519165039,2.8634207248687744,7.0,0.55901700258255,5740,,,,,77609401,3672726,
2015-10-30,1779.035400390625,2485.4755859375,12.922539710998535,77.64791107177734,12.95975112915039,77.71675872802734,2.9686663150787354,10.440306663513184,0.5,5304,,,,,76365181,3113514,
2015-10-31,1666.761962890625,767.8131713867188,12.916141510009766,77.62260437011719,12.930366516113281,77.64840698242188,2.810919761657715,13.583077430725098,0.5,2704,,,,,77964658,1231962,
2015-11-01,1954.7918701171875,1130.167724609375,12.92249870300293,77.64796447753906,12.922804832458496,77.64865112304688,1.3230886459350586,9.0,0.5,5272,,,,2603148,77283232,1662323,
2015-11-02,1827.51220703125,3428.1103515625,12.921369552612305,77.64733123779297,12.958611488342285,77.71681213378906,3.1908023357391357,8.25,0.55901700258255,5967,,,,,75698738,3925921,
2015-11-03,1854.3619384765625,3272.956787109375,12.9224853515625,77.6476821899414,12.95861530303955,77.71678161621094,3.7816808223724365,10.298665046691895,0.55901700258255,7051,,,,,75371894,4375884,
2015-11-04,1670.152587890625,1227.6224365234375,12.922351837158203,77.64735412597656,12.923744201660156,77.64833068847656,4.185795783996582,5.2737555503845215,3.2015621662139893,2576,,,,,84501565,1288785,
2015-11-05,1837.97802734375,3003.7021484375,12.922557830810547,77.64793395996094,12.958802223205566,77.7168197631836,1.1994584798812866,7.82623815536499,0.5,6902,,,,,75642925,4100300,
2015-11-06,1852.8792724609375,4063.06982421875,12.92158317565918,77.64781188964844,12.927875518798828,77.68489074707031,3.8295364379882812,23.0,0.5,8766,,,,,76970893,4351036,
2015-11-07,1593.25,,12.922408103942871,77.64781951904297,12.922816276550293,77.64842987060547,2.0958595275878906,6.576473236083984,0.5,771,,,,,86132232,,
